,_id,username,pm2_5Data,pm10Data,tempData,humidityData,dateTimeData,__v
30,6095c6252269680015f56583,sshekhar93,10.4,14.5,invalid,invalid,2021-05-07 15:58:44.870282,0
31,6095c6442269680015f56586,sshekhar93,9.8,13.9,invalid,invalid,2021-05-07 15:59:15.500296,0
32,6095c6622269680015f56589,sshekhar93,10.2,14.5,invalid,invalid,2021-05-07 15:59:46.171922,0
33,6095c6812269680015f5658c,sshekhar93,10.5,14.3,invalid,invalid,2021-05-07 16:00:16.820308,0
34,6095c6a02269680015f5658f,sshekhar93,9.0,13.2,invalid,invalid,2021-05-07 16:00:47.914171,0
35,6095c6bf2269680015f56592,sshekhar93,9.2,13.1,invalid,invalid,2021-05-07 16:01:18.605069,0
36,6095c6de2269680015f56595,sshekhar93,9.0,12.8,invalid,invalid,2021-05-07 16:01:49.621499,0
37,6095c6fd2269680015f56598,sshekhar93,8.6,13.2,invalid,invalid,2021-05-07 16:02:20.337547,0
38,6095c71b2269680015f5659b,sshekhar93,8.3,12.3,invalid,invalid,2021-05-07 16:02:51.166161,0
39,6095c73a2269680015f5659e,sshekhar93,8.4,12.2,invalid,invalid,2021-05-07 16:03:21.869566,0
40,6095c7592269680015f565a1,sshekhar93,8.4,12.5,invalid,invalid,2021-05-07 16:03:52.525566,0
41,6095c7772269680015f565a4,sshekhar93,7.9,12.4,invalid,invalid,2021-05-07 16:04:23.178228,0
42,6095c7962269680015f565a7,sshekhar93,8.0,11.8,invalid,invalid,2021-05-07 16:04:53.997393,0
43,6095c7b52269680015f565aa,sshekhar93,8.0,12.1,invalid,invalid,2021-05-07 16:05:24.637911,0
44,6095c7d32269680015f565ad,sshekhar93,8.1,12.8,invalid,invalid,2021-05-07 16:05:55.386822,0
45,6095c7f22269680015f565b0,sshekhar93,7.7,11.8,invalid,invalid,2021-05-07 16:06:26.050921,0
46,6095c8112269680015f565b3,sshekhar93,7.8,11.8,invalid,invalid,2021-05-07 16:06:56.794580,0
47,6095c82f2269680015f565b6,sshekhar93,7.5,11.8,invalid,invalid,2021-05-07 16:07:27.398859,0
48,6095c84e2269680015f565b9,sshekhar93,7.6,11.7,invalid,invalid,2021-05-07 16:07:58.048540,0
49,6095c86d2269680015f565bc,sshekhar93,7.4,10.5,invalid,invalid,2021-05-07 16:08:28.764568,0
50,6095c88b2269680015f565bf,sshekhar93,7.4,10.9,invalid,invalid,2021-05-07 16:08:59.428301,0
51,6095c8aa2269680015f565c2,sshekhar93,7.3,11.3,invalid,invalid,2021-05-07 16:09:30.082985,0
52,6095c8c92269680015f565c5,sshekhar93,7.5,11.8,invalid,invalid,2021-05-07 16:10:00.894172,0
53,6095c8e82269680015f565c8,sshekhar93,6.9,11.0,invalid,invalid,2021-05-07 16:10:31.663486,0
54,6095c9062269680015f565cb,sshekhar93,6.8,10.6,invalid,invalid,2021-05-07 16:11:02.257154,0
55,6095c9252269680015f565ce,sshekhar93,6.8,10.7,invalid,invalid,2021-05-07 16:11:32.950708,0
56,6095c9442269680015f565d1,sshekhar93,7.0,10.7,invalid,invalid,2021-05-07 16:12:03.584884,0
57,6095c9622269680015f565d4,sshekhar93,6.8,12.2,invalid,invalid,2021-05-07 16:12:34.266176,0
58,6095c9812269680015f565d7,sshekhar93,6.9,10.5,invalid,invalid,2021-05-07 16:13:04.918624,0
59,6095c9a02269680015f565da,sshekhar93,6.3,10.1,invalid,invalid,2021-05-07 16:13:35.633491,0
60,6095c9be2269680015f565dd,sshekhar93,6.1,10.2,invalid,invalid,2021-05-07 16:14:06.265521,0
61,6095c9dd2269680015f565e0,sshekhar93,6.1,10.0,invalid,invalid,2021-05-07 16:14:36.926325,0
62,6095c9fc2269680015f565e3,sshekhar93,5.8,9.2,invalid,invalid,2021-05-07 16:15:07.618032,0
63,6095ca1a2269680015f565e6,sshekhar93,5.7,10.0,invalid,invalid,2021-05-07 16:15:38.260204,0
64,6095ca392269680015f565e9,sshekhar93,5.7,9.9,invalid,invalid,2021-05-07 16:16:08.945440,0
65,6095ca582269680015f565ec,sshekhar93,6.0,10.5,invalid,invalid,2021-05-07 16:16:39.587550,0
66,6095ca762269680015f565ef,sshekhar93,5.7,9.3,invalid,invalid,2021-05-07 16:17:10.351072,0
67,6095ca952269680015f565f2,sshekhar93,5.7,9.5,invalid,invalid,2021-05-07 16:17:40.999205,0
68,6095cab42269680015f565f5,sshekhar93,5.9,9.9,invalid,invalid,2021-05-07 16:18:11.718789,0
69,6095cad22269680015f565f8,sshekhar93,5.8,9.9,invalid,invalid,2021-05-07 16:18:42.413171,0
70,6095caf12269680015f565fb,sshekhar93,6.2,10.4,invalid,invalid,2021-05-07 16:19:13.036763,0
71,6095cb102269680015f565fe,sshekhar93,5.7,9.3,invalid,invalid,2021-05-07 16:19:43.678053,0
72,6095cb2e2269680015f56601,sshekhar93,5.6,9.6,invalid,invalid,2021-05-07 16:20:14.351128,0
73,6095cb4d2269680015f56604,sshekhar93,5.6,9.5,invalid,invalid,2021-05-07 16:20:45.023995,0
74,6095cb6c2269680015f56607,sshekhar93,5.5,9.6,invalid,invalid,2021-05-07 16:21:15.664991,0
75,6095cb8a2269680015f5660a,sshekhar93,5.2,8.9,invalid,invalid,2021-05-07 16:21:46.342467,0
76,6095cba92269680015f5660d,sshekhar93,5.0,8.8,invalid,invalid,2021-05-07 16:22:17.081509,0
77,6095cbc82269680015f56611,sshekhar93,5.1,9.5,invalid,invalid,2021-05-07 16:22:48.080096,0
78,6095cbe72269680015f56614,sshekhar93,5.0,9.6,invalid,invalid,2021-05-07 16:23:18.909791,0
79,6095cc062269680015f56617,sshekhar93,4.9,8.8,invalid,invalid,2021-05-07 16:23:49.981019,0
80,6095cc252269680015f5661a,sshekhar93,4.6,8.8,invalid,invalid,2021-05-07 16:24:20.662511,0
81,6095cc432269680015f5661d,sshekhar93,4.6,8.0,invalid,invalid,2021-05-07 16:24:51.343824,0
82,6095cc622269680015f56620,sshekhar93,4.7,8.6,invalid,invalid,2021-05-07 16:25:22.015204,0
83,6095cc812269680015f56623,sshekhar93,4.7,9.1,invalid,invalid,2021-05-07 16:25:52.716762,0
84,6095cc9f2269680015f56626,sshekhar93,4.5,8.1,invalid,invalid,2021-05-07 16:26:23.311757,0
85,6095ccbe2269680015f56629,sshekhar93,4.8,8.4,invalid,invalid,2021-05-07 16:26:53.951639,0
86,6095ccdd2269680015f5662c,sshekhar93,4.4,8.4,invalid,invalid,2021-05-07 16:27:24.658629,0
87,6095ccfb2269680015f5662f,sshekhar93,4.8,9.1,invalid,invalid,2021-05-07 16:27:55.332848,0
88,6095cd1a2269680015f56632,sshekhar93,4.5,8.3,invalid,invalid,2021-05-07 16:28:25.963844,0
89,6095cd392269680015f56635,sshekhar93,4.6,8.7,invalid,invalid,2021-05-07 16:28:56.720358,0
90,6095cd582269680015f56638,sshekhar93,4.6,8.8,invalid,invalid,2021-05-07 16:29:27.363893,0
91,6095cd762269680015f5663b,sshekhar93,4.3,8.2,invalid,invalid,2021-05-07 16:29:58.143847,0
92,6095cd952269680015f5663e,sshekhar93,4.9,9.7,invalid,invalid,2021-05-07 16:30:28.868392,0
93,6095cdb42269680015f56641,sshekhar93,4.8,10.1,invalid,invalid,2021-05-07 16:30:59.507800,0
94,6095cdd22269680015f56644,sshekhar93,4.9,8.8,invalid,invalid,2021-05-07 16:31:30.131826,0
95,6095cdf12269680015f56647,sshekhar93,4.7,8.2,invalid,invalid,2021-05-07 16:32:00.782109,0
96,6095ce102269680015f5664a,sshekhar93,5.4,9.5,invalid,invalid,2021-05-07 16:32:31.476129,0
97,6095ce2e2269680015f5664d,sshekhar93,6.2,10.4,invalid,invalid,2021-05-07 16:33:02.226688,0
98,6095ce4d2269680015f56650,sshekhar93,6.3,10.9,invalid,invalid,2021-05-07 16:33:33.024650,0
99,6095ce6c2269680015f56653,sshekhar93,7.3,12.3,invalid,invalid,2021-05-07 16:34:03.665501,0
100,6095ce8a2269680015f56656,sshekhar93,8.1,12.8,invalid,invalid,2021-05-07 16:34:34.296793,0
101,6095cea92269680015f56659,sshekhar93,7.8,11.6,invalid,invalid,2021-05-07 16:35:04.967135,0
102,6095cec82269680015f5665c,sshekhar93,7.5,11.1,invalid,invalid,2021-05-07 16:35:35.622681,0
103,6095cee72269680015f5665f,sshekhar93,7.1,12.3,invalid,invalid,2021-05-07 16:36:07.343499,0
104,6095cf062269680015f56662,sshekhar93,6.6,11.0,invalid,invalid,2021-05-07 16:36:37.972181,0
105,6095cf252269680015f56665,sshekhar93,6.1,10.6,invalid,invalid,2021-05-07 16:37:08.617693,0
106,6095cf432269680015f56668,sshekhar93,6.2,13.0,invalid,invalid,2021-05-07 16:37:39.325632,0
107,6095cf622269680015f5666b,sshekhar93,5.7,10.2,invalid,invalid,2021-05-07 16:38:09.943167,0
108,6095cf812269680015f5666e,sshekhar93,5.3,9.9,invalid,invalid,2021-05-07 16:38:40.576837,0
109,6095cf9f2269680015f56671,sshekhar93,5.6,10.4,invalid,invalid,2021-05-07 16:39:11.262873,0
110,6095cfbe2269680015f56674,sshekhar93,4.9,8.6,invalid,invalid,2021-05-07 16:39:41.909874,0
111,6095cfdd2269680015f56677,sshekhar93,4.8,8.7,invalid,invalid,2021-05-07 16:40:12.568233,0
112,6095cffb2269680015f5667a,sshekhar93,4.8,8.9,invalid,invalid,2021-05-07 16:40:43.267802,0
113,6095d01a2269680015f5667d,sshekhar93,4.7,9.3,invalid,invalid,2021-05-07 16:41:13.899480,0
114,6095d0392269680015f56680,sshekhar93,4.7,8.3,invalid,invalid,2021-05-07 16:41:44.675011,0
115,6095d0572269680015f56683,sshekhar93,4.7,8.4,invalid,invalid,2021-05-07 16:42:15.353387,0
116,6095d0762269680015f56686,sshekhar93,4.3,8.7,invalid,invalid,2021-05-07 16:42:46.040818,0
117,6095d0952269680015f56689,sshekhar93,4.3,8.9,invalid,invalid,2021-05-07 16:43:16.724485,0
118,6095d0b42269680015f5668c,sshekhar93,4.3,8.3,invalid,invalid,2021-05-07 16:43:47.647157,0
119,6095d0d32269680015f5668f,sshekhar93,4.4,8.1,invalid,invalid,2021-05-07 16:44:18.278491,0
120,6095d0f12269680015f56692,sshekhar93,4.3,7.8,invalid,invalid,2021-05-07 16:44:49.289309,0
121,6095d1102269680015f56695,sshekhar93,4.6,8.8,invalid,invalid,2021-05-07 16:45:19.975028,0
122,6095d12f2269680015f56698,sshekhar93,4.5,7.7,invalid,invalid,2021-05-07 16:45:50.894704,0
123,6095d14e2269680015f5669b,sshekhar93,4.7,9.3,invalid,invalid,2021-05-07 16:46:21.486065,0
124,6095d16c2269680015f5669e,sshekhar93,4.6,8.4,invalid,invalid,2021-05-07 16:46:52.198005,0
125,6095d18b2269680015f566a1,sshekhar93,4.3,9.3,invalid,invalid,2021-05-07 16:47:22.802952,0
126,6095d1aa2269680015f566a4,sshekhar93,4.2,8.7,invalid,invalid,2021-05-07 16:47:53.469446,0
127,6095d1c82269680015f566a7,sshekhar93,4.3,8.0,invalid,invalid,2021-05-07 16:48:24.187371,0
128,6095d1e72269680015f566aa,sshekhar93,4.4,8.4,invalid,invalid,2021-05-07 16:48:54.799400,0
129,6095d2062269680015f566ad,sshekhar93,4.0,8.3,invalid,invalid,2021-05-07 16:49:25.447033,0
130,6095d2242269680015f566b0,sshekhar93,4.2,8.4,invalid,invalid,2021-05-07 16:49:56.101269,0
131,6095d2432269680015f566b3,sshekhar93,4.4,9.8,invalid,invalid,2021-05-07 16:50:26.820179,0
132,6095d2612269680015f566b6,sshekhar93,4.1,8.8,invalid,invalid,2021-05-07 16:50:57.416016,0
133,6095d2802269680015f566b9,sshekhar93,4.0,8.4,invalid,invalid,2021-05-07 16:51:28.089136,0
134,6095d29f2269680015f566bc,sshekhar93,3.9,8.6,invalid,invalid,2021-05-07 16:51:58.809898,0
135,6095d2bd2269680015f566bf,sshekhar93,4.2,8.9,invalid,invalid,2021-05-07 16:52:29.464421,0
136,6095d2dc2269680015f566c2,sshekhar93,3.8,7.6,invalid,invalid,2021-05-07 16:53:00.063832,0
137,6095d2fb2269680015f566c5,sshekhar93,3.9,7.2,invalid,invalid,2021-05-07 16:53:30.693978,0
138,6095d3192269680015f566c8,sshekhar93,4.1,9.0,invalid,invalid,2021-05-07 16:54:01.314777,0
139,6095d3382269680015f566cb,sshekhar93,3.9,8.8,invalid,invalid,2021-05-07 16:54:31.949194,0
140,6095d3572269680015f566ce,sshekhar93,4.0,8.8,invalid,invalid,2021-05-07 16:55:02.639358,0
141,6095d3752269680015f566d1,sshekhar93,3.8,7.6,invalid,invalid,2021-05-07 16:55:33.305518,0
142,6095d3942269680015f566d4,sshekhar93,4.0,8.8,invalid,invalid,2021-05-07 16:56:03.934381,0
143,6095d3b32269680015f566d7,sshekhar93,3.9,8.7,invalid,invalid,2021-05-07 16:56:34.576702,0
144,6095d3d12269680015f566da,sshekhar93,3.4,7.6,invalid,invalid,2021-05-07 16:57:05.259159,0
145,6095d3f02269680015f566dd,sshekhar93,3.6,7.3,invalid,invalid,2021-05-07 16:57:35.937109,0
146,6095d40f2269680015f566e0,sshekhar93,3.5,8.0,invalid,invalid,2021-05-07 16:58:06.569367,0
147,6095d42d2269680015f566e3,sshekhar93,3.7,8.6,invalid,invalid,2021-05-07 16:58:37.321425,0
148,6095d44c2269680015f566e6,sshekhar93,3.8,7.8,invalid,invalid,2021-05-07 16:59:08.012693,0
149,6095d46b2269680015f566e9,sshekhar93,3.7,7.7,invalid,invalid,2021-05-07 16:59:38.662652,0
150,6095d4892269680015f566ec,sshekhar93,3.7,8.4,invalid,invalid,2021-05-07 17:00:09.334880,0
151,6095d4a82269680015f566ef,sshekhar93,3.7,8.5,invalid,invalid,2021-05-07 17:00:39.985104,0
152,6095d4cf2269680015f566f2,sshekhar93,3.5,7.2,invalid,invalid,2021-05-07 17:01:10.657976,0
153,6095d4ee2269680015f566f5,sshekhar93,3.3,7.3,invalid,invalid,2021-05-07 17:01:50.007725,0
154,6095d50d2269680015f566f8,sshekhar93,3.5,7.6,invalid,invalid,2021-05-07 17:02:20.736758,0
155,6095d52c2269680015f566fb,sshekhar93,3.3,7.2,invalid,invalid,2021-05-07 17:02:51.412945,0
156,6095d54a2269680015f566fe,sshekhar93,3.3,7.4,invalid,invalid,2021-05-07 17:03:22.187210,0
157,6095d5692269680015f56701,sshekhar93,3.3,6.7,invalid,invalid,2021-05-07 17:03:52.851200,0
158,6095d5882269680015f56704,sshekhar93,3.5,7.5,invalid,invalid,2021-05-07 17:04:23.507169,0
159,6095d5a62269680015f56707,sshekhar93,3.3,7.3,invalid,invalid,2021-05-07 17:04:54.226683,0
160,6095d5c52269680015f5670a,sshekhar93,3.0,6.2,invalid,invalid,2021-05-07 17:05:24.850644,0
161,6095d5e42269680015f5670d,sshekhar93,3.4,8.2,invalid,invalid,2021-05-07 17:05:55.499471,0
162,6095d6022269680015f56710,sshekhar93,3.3,7.3,invalid,invalid,2021-05-07 17:06:26.141096,0
163,6095d6212269680015f56713,sshekhar93,3.5,8.0,invalid,invalid,2021-05-07 17:06:56.824476,0
164,6095d6402269680015f56716,sshekhar93,3.3,7.6,invalid,invalid,2021-05-07 17:07:27.495321,0
165,6095d65e2269680015f56719,sshekhar93,3.5,7.6,invalid,invalid,2021-05-07 17:07:58.140181,0
166,6095d67d2269680015f5671c,sshekhar93,3.2,7.0,invalid,invalid,2021-05-07 17:08:28.786198,0
167,6095d69c2269680015f5671f,sshekhar93,3.2,7.4,invalid,invalid,2021-05-07 17:08:59.465843,0
168,6095d6ba2269680015f56722,sshekhar93,3.1,7.4,invalid,invalid,2021-05-07 17:09:30.133912,0
169,6095d6d92269680015f56725,sshekhar93,3.2,7.5,invalid,invalid,2021-05-07 17:10:00.788675,0
170,6095d6f82269680015f56728,sshekhar93,3.4,7.6,invalid,invalid,2021-05-07 17:10:31.517211,0
171,6095d7162269680015f5672b,sshekhar93,3.1,6.6,invalid,invalid,2021-05-07 17:11:02.144885,0
172,6095d7352269680015f5672e,sshekhar93,3.2,7.3,invalid,invalid,2021-05-07 17:11:32.920687,0
173,6095d7542269680015f56731,sshekhar93,3.4,7.9,invalid,invalid,2021-05-07 17:12:03.681962,0
174,6095d7722269680015f56734,sshekhar93,3.1,7.7,invalid,invalid,2021-05-07 17:12:34.338118,0
175,6095d7912269680015f56737,sshekhar93,3.2,6.8,invalid,invalid,2021-05-07 17:13:04.951630,0
176,6095d7b02269680015f5673a,sshekhar93,3.1,7.0,invalid,invalid,2021-05-07 17:13:35.623639,0
177,6095d7ce2269680015f5673d,sshekhar93,3.3,7.0,invalid,invalid,2021-05-07 17:14:06.278324,0
178,6095d7ed2269680015f56740,sshekhar93,3.3,7.4,invalid,invalid,2021-05-07 17:14:36.970251,0
179,6095d80c2269680015f56743,sshekhar93,3.3,7.7,invalid,invalid,2021-05-07 17:15:07.884083,0
180,6095d82b2269680015f56746,sshekhar93,2.9,7.1,invalid,invalid,2021-05-07 17:15:38.578523,0
181,6095d8492269680015f56749,sshekhar93,3.1,7.4,invalid,invalid,2021-05-07 17:16:09.356243,0
182,6095d8682269680015f5674c,sshekhar93,3.2,7.9,invalid,invalid,2021-05-07 17:16:40.005000,0
183,6095d8872269680015f5674f,sshekhar93,3.5,7.9,invalid,invalid,2021-05-07 17:17:10.662081,0
184,6095d8a52269680015f56752,sshekhar93,3.2,7.3,invalid,invalid,2021-05-07 17:17:41.321238,0
185,6095d8c42269680015f56755,sshekhar93,3.5,7.5,invalid,invalid,2021-05-07 17:18:12.032467,0
186,6095d8e32269680015f56758,sshekhar93,2.8,6.0,invalid,invalid,2021-05-07 17:18:42.636390,0
187,6095d9012269680015f5675b,sshekhar93,3.1,8.2,invalid,invalid,2021-05-07 17:19:13.305236,0
188,6095d9202269680015f5675e,sshekhar93,3.1,8.2,invalid,invalid,2021-05-07 17:19:44.194980,0
189,6095d93f2269680015f56761,sshekhar93,3.0,7.0,invalid,invalid,2021-05-07 17:20:14.847495,0
190,6095d95e2269680015f56764,sshekhar93,3.0,7.1,invalid,invalid,2021-05-07 17:20:45.555148,0
191,6095d97c2269680015f56767,sshekhar93,3.0,5.7,invalid,invalid,2021-05-07 17:21:16.156298,0
192,6095d99b2269680015f5676a,sshekhar93,2.8,6.6,invalid,invalid,2021-05-07 17:21:46.883262,0
193,6095d9ba2269680015f5676d,sshekhar93,3.3,7.4,invalid,invalid,2021-05-07 17:22:17.483902,0
194,6095d9d92269680015f56770,sshekhar93,2.9,7.5,invalid,invalid,2021-05-07 17:22:48.638096,0
195,6095d9f82269680015f56773,sshekhar93,3.1,7.0,invalid,invalid,2021-05-07 17:23:19.298223,0
196,6095da162269680015f56776,sshekhar93,3.1,7.6,invalid,invalid,2021-05-07 17:23:50.353958,0
197,6095da352269680015f56779,sshekhar93,3.1,6.8,invalid,invalid,2021-05-07 17:24:21.016687,0
198,6095da542269680015f5677c,sshekhar93,3.1,7.2,invalid,invalid,2021-05-07 17:24:51.781305,0
199,6095da732269680015f5677f,sshekhar93,3.4,7.4,invalid,invalid,2021-05-07 17:25:22.438696,0
200,6095da912269680015f56782,sshekhar93,3.2,8.0,invalid,invalid,2021-05-07 17:25:53.089707,0
201,6095dab02269680015f56785,sshekhar93,2.9,7.2,invalid,invalid,2021-05-07 17:26:23.792081,0
202,6095dacf2269680015f56788,sshekhar93,2.9,7.0,invalid,invalid,2021-05-07 17:26:54.420152,0
203,6095daee2269680015f5678b,sshekhar93,3.3,7.7,invalid,invalid,2021-05-07 17:27:25.089735,0
204,6095db0c2269680015f5678e,sshekhar93,3.6,7.8,invalid,invalid,2021-05-07 17:27:56.200963,0
205,6095db2b2269680015f56791,sshekhar93,4.6,8.7,invalid,invalid,2021-05-07 17:28:26.807199,0
206,6095db4a2269680015f56794,sshekhar93,4.5,8.7,invalid,invalid,2021-05-07 17:28:57.480131,0
207,6095db682269680015f56797,sshekhar93,4.7,9.8,invalid,invalid,2021-05-07 17:29:28.134416,0
208,6095db872269680015f5679a,sshekhar93,5.3,10.2,invalid,invalid,2021-05-07 17:29:58.823281,0
209,6095dba62269680015f5679d,sshekhar93,6.6,11.7,invalid,invalid,2021-05-07 17:30:29.425770,0
210,6095dbc42269680015f567a0,sshekhar93,8.2,12.8,invalid,invalid,2021-05-07 17:31:00.155366,0
211,6095dbe32269680015f567a3,sshekhar93,10.3,15.7,invalid,invalid,2021-05-07 17:31:30.851852,0
212,6095dc022269680015f567a6,sshekhar93,11.3,16.1,invalid,invalid,2021-05-07 17:32:01.508042,0
213,6095dc202269680015f567a9,sshekhar93,11.8,17.8,invalid,invalid,2021-05-07 17:32:32.185812,0
214,6095dc3f2269680015f567ac,sshekhar93,11.2,15.9,invalid,invalid,2021-05-07 17:33:02.857044,0
215,6095dc5e2269680015f567af,sshekhar93,11.3,15.7,invalid,invalid,2021-05-07 17:33:33.503687,0
216,6095dc7c2269680015f567b2,sshekhar93,11.8,18.2,invalid,invalid,2021-05-07 17:34:04.166772,0
217,6095dc9b2269680015f567b5,sshekhar93,11.2,16.3,invalid,invalid,2021-05-07 17:34:34.823057,0
218,6095dcba2269680015f567b8,sshekhar93,11.1,15.9,invalid,invalid,2021-05-07 17:35:05.511004,0
219,6095dcd82269680015f567bb,sshekhar93,11.0,15.7,invalid,invalid,2021-05-07 17:35:36.148121,0
220,6095dcf72269680015f567be,sshekhar93,10.7,15.4,invalid,invalid,2021-05-07 17:36:06.792742,0
221,6095dd152269680015f567c1,sshekhar93,10.5,16.2,invalid,invalid,2021-05-07 17:36:37.453962,0
222,6095dd342269680015f567c4,sshekhar93,10.8,15.1,invalid,invalid,2021-05-07 17:37:08.100417,0
223,6095dd532269680015f567c7,sshekhar93,10.9,16.6,invalid,invalid,2021-05-07 17:37:38.775453,0
224,6095dd712269680015f567ca,sshekhar93,10.9,15.3,invalid,invalid,2021-05-07 17:38:09.418664,0
225,6095dd902269680015f567cd,sshekhar93,11.1,16.3,invalid,invalid,2021-05-07 17:38:40.088176,0
226,6095ddaf2269680015f567d0,sshekhar93,11.2,16.4,invalid,invalid,2021-05-07 17:39:10.742926,0
227,6095ddcd2269680015f567d3,sshekhar93,10.9,16.2,invalid,invalid,2021-05-07 17:39:41.398975,0
228,6095ddec2269680015f567d6,sshekhar93,10.7,15.9,invalid,invalid,2021-05-07 17:40:12.054268,0
229,6095de0b2269680015f567d9,sshekhar93,10.3,14.2,invalid,invalid,2021-05-07 17:40:42.717950,0
230,6095de292269680015f567dc,sshekhar93,10.1,15.2,invalid,invalid,2021-05-07 17:41:13.392485,0
231,6095de482269680015f567df,sshekhar93,10.3,15.4,invalid,invalid,2021-05-07 17:41:44.041398,0
232,6095de672269680015f567e2,sshekhar93,10.4,14.8,invalid,invalid,2021-05-07 17:42:14.700734,0
233,6095de852269680015f567e5,sshekhar93,9.8,14.9,invalid,invalid,2021-05-07 17:42:45.336036,0
234,6095dea42269680015f567e8,sshekhar93,10.2,14.9,invalid,invalid,2021-05-07 17:43:16.018505,0
235,6095dec32269680015f567eb,sshekhar93,9.9,14.9,invalid,invalid,2021-05-07 17:43:46.691776,0
236,6095dee22269680015f567ee,sshekhar93,9.3,13.4,invalid,invalid,2021-05-07 17:44:17.351392,0
237,6095df002269680015f567f1,sshekhar93,9.9,14.5,invalid,invalid,2021-05-07 17:44:48.315130,0
238,6095df202269680015f567f4,sshekhar93,9.3,13.9,invalid,invalid,2021-05-07 17:45:18.997232,0
239,6095df3e2269680015f567f7,sshekhar93,9.1,13.9,invalid,invalid,2021-05-07 17:45:50.231990,0
240,6095df5d2269680015f567fa,sshekhar93,8.7,14.0,invalid,invalid,2021-05-07 17:46:20.903494,0
241,6095df7c2269680015f567fd,sshekhar93,8.6,13.3,invalid,invalid,2021-05-07 17:46:51.536580,0
242,6095df9a2269680015f56800,sshekhar93,8.2,13.1,invalid,invalid,2021-05-07 17:47:22.174272,0
243,6095dfb92269680015f56803,sshekhar93,8.3,12.5,invalid,invalid,2021-05-07 17:47:52.873153,0
244,6095dfd82269680015f56806,sshekhar93,8.6,13.3,invalid,invalid,2021-05-07 17:48:23.509836,0
245,6095dff62269680015f56809,sshekhar93,8.1,13.2,invalid,invalid,2021-05-07 17:48:54.252124,0
246,6095e0152269680015f5680c,sshekhar93,7.9,12.5,invalid,invalid,2021-05-07 17:49:24.905854,0
